;index;municipio;Estado;ano;Código do Prestador;Prestador;Sigla do Prestador;Abrangência;Tipo de serviço;Natureza jurídica;POP_TOT;POP_URB;AG006;AG011;AG018;AG021;ES009;FN006;FN033;FN048;FN058;IN023;IN024;IN046;IN049;IN055;IN056;IN075;IN076;IN079;IN080;IN084;IN085;SNSI4;SNSI1;SNSI2;SNSI5;cod_ibge;TCE01;TCE02;TCE03;TCE04;TCE05;TCE06;TCE13;TCE14;TCE15;TCE16;TCE18;TCE20;TCE21;TCE26
489;3959;Santa Lúcia;SP;2014;35469011;Prefeitura Municipal de Santa Lúcia;PMSL;Local;Água e Esgoto;Administração pública direta;8651;8133;885.0;560.0;0.0;2286.0;2286.0;359706.33;;0.0;0.0;95.7;95.7;85.44;35.59;95.7;95.7;0.21;0.24;168.4;144.1;0.0;100.0;0.36723163841807904;0.18940181089505728;0.18940181089505728;-0.18330194601381042;3546900;percentual:;100;100;100;sim;Decreto 2779 de 19-10-2011;parcialmente;não;;sim;sim;sim;Município possui um abastecimento de água superficial que é armazenada em caixa d.água,p.necessidade;sim
490;3983;Santa Mercedes;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2933;2547;196.49;219.11;0.0;1373.0;1035.0;780809.47;244570.55;0.0;0.0;100.0;84.77;69.18;3.03;90.93;73.61;0.0;0.42;100.0;100.0;0.42;100.0;-0.1151203623594077;0.22165046395547847;0.05836690031399665;14.361552387253235;3547106;percentual:;100;85;100;sim;;parcialmente;não;;não;não;não;;sim
491;3991;Santana da Ponte Pensa;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;1610;1076;96.66;99.61;0.0;643.0;610.0;371019.9;6386.67;0.0;0.0;100.0;100.0;85.65;13.5;73.04;72.36;1.7;0.21;100.64;100.0;1.5;100.0;-0.030519346161804295;0.012482340609761661;0.012711477337405755;0.03527157717101902;3547205;percentual:;100;100;100;não;;sim, para todos os órgãos e entidades;não;;sim;sim;sim;SABESP- o município possui  02 poço artezianos;sim
492;3999;Santana de Parnaíba;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;123825;123825;1980.57;8818.92;7050.65;36139.0;11971.0;37341997.33;8379183.43;0.0;0.0;100.0;37.99;8.37;11.31;100.0;37.99;0.0;0.0;100.0;100.0;0.0;100.0;0.023507344522666895;1.0;0.03425110490645676;0.9105130128771017;3547304;percentual:;93,47;31,67;5;sim;Lei 3414;parcialmente;não;;não;não;não;;sim
493;4014;Santa Rita do Passa Quatro;SP;2014;35475011;Prefeitura Municipal de Santa Rita do Passa Quatro;PMSRPQ;Local;Água e Esgoto;Administração pública direta;27457;24577;3525.0;2383.0;0.0;10639.0;10234.0;4407277.72;;0.0;0.0;96.86;96.86;36.97;32.4;87.41;87.01;0.0;0.0;300.74;177.55;0.0;118.98;0.32397163120567374;0.0793089892965597;0.07952447007435981;0.18787122324053002;3547502;percentual:;100;95;52;sim;Lei LEI COMPLEMENTAR 69;parcialmente;sim;RACIONAMENTOS QUE VARIAM COM O NÍVEL DA REPRESA PASSANDO DE 12X12 ATÉ 12X36;não;não;sim;ATENDENDO EM CASOS DE EMERGENCIA COM ENTREGA DE AGUA POTAVEL VIA CAMINHAO PIPA DA PREFEITURA;sim
494;4022;Santa Rosa de Viterbo;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;25459;24269;1895.67;1670.03;0.0;9649.0;9384.0;6974463.41;1187135.44;0.0;0.0;99.98;99.5;82.02;22.54;95.31;94.85;0.0;0.0;107.32;107.72;0.19;107.32;0.11902915591848795;0.3015563872036767;0.3156412694613993;-0.28694256391151773;3547601;percentual:;100;100;100;não;;parcialmente;sim;O municipio teve participação efetiva na Oficina Preparatória para Operação Estiagem/2014;sim;sim;não;;sim
495;4030;Santa Salete;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;1517;859;74.83;78.26;0.0;491.0;455.0;302577.09;31733.19;0.0;0.0;100.0;100.0;83.52;9.57;61.31;60.65;0.0;0.0;107.5;107.5;0.0;107.5;-0.04583723105706272;0.05777742727788556;0.06345054858831685;-0.25243493094150093;3547650;percentual:;100;94,2;100;não;;não;sim;EXISTE UM POÇO RESERVA EM DESCANSO PARA SER USADO EM EMERGENCIAS;sim;sim;sim;EXISTE UM POÇO RESERVA EM DESCANSO PARA SER USADO EM EMERGENCIAS;sim
496;4038;Santo Anastácio;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;21051;19617;1420.61;1258.94;0.0;7895.0;7760.0;5050623.51;1014746.89;0.0;0.0;99.8;95.4;82.34;22.23;93.0;88.9;0.0;0.0;100.0;100.0;0.44;100.0;0.11380322537501486;0.11339098070043174;0.0736201795414777;0.2627783446755913;3547700;percentual:;100;98;100;não;;parcialmente;sim;POÇOS, STANDBYTE A ESPERA;sim;sim;sim;INTERLIGAÇÃO DE POÇO, CONSTRUÇÃO DE RESERVATORIO/LINHAS DE RECALQUE;sim
497;4046;Santo André;SP;2014;35478011;Serviço Municipal de Saneamento Ambiental de Santo André;SEMASA;Local;Água e Esgoto;Autarquia;707613;707613;3639.84;42045.0;68527.32;188936.0;186563.0;201800740.37;3306962.41;0.0;0.0;100.0;98.0;32.59;41.73;100.0;98.0;0.0;0.0;109.16;109.16;0.0;109.16;0.4173942829397749;1.0;0.5907072559661977;-0.7565762516943589;3547809;percentual:;100;96;44,5;sim;Lei Lei 12.862/2013 - Plano Municipal de Saneamento Básico.;sim, para todos os órgãos e entidades;sim;Rodizio, quanto a SABESP impuser o rodizio o SEMASA está pronto para sua implantação.;não;sim;sim;Rodizio, com prioridade para hospitais.;sim
498;4054;Santo Antônio da Alegria;SP;2014;35479011;Prefeitura Municipal de Santo Antônio da Alegria;PMSAA;Local;Água e Esgoto;Administração pública direta;6692;4956;720.0;330.0;0.0;2241.0;2128.0;478150.9;;0.0;0.0;100.0;100.0;83.53;52.78;100.0;100.0;0.0;0.0;100.0;100.0;0.0;100.0;0.5416666666666667;1.0;1.0;-0.8750000000000004;3547908;percentual:;100;100;100;não;;parcialmente;não;;não;não;não;;sim
499;4062;Santo Antônio de Posse;SP;2014;35480011;Prefeitura Municipal de Santo Antônio de Posse;PMSAP;Local;Água e Esgoto;Administração pública direta;22176;20226;1725.4;1626.8;0.0;7083.0;6012.0;2880720.77;;0.0;0.0;90.25;90.25;90.49;11.82;82.31;82.31;4.76;4.76;100.0;100.0;4.76;100.0;0.05714616900428893;0.10940325355902451;0.4328179082132926;-0.8450048849956111;3548005;percentual:;98;95;80;não;;não;não;;sim;sim;sim;a PM construiu 2 resevatorios atraves de barramentos no Rio Camanducaia Mirim.;sim
500;4069;Santo Antônio do Aracanguá;SP;2014;35480511;Prefeitura Municipal de Santo Antonio do Aracanguá;PMSAA;Local;Água e Esgoto;Administração pública direta;8109;6349;1513.0;1205.0;0.0;2374.0;2374.0;446197.75;;290785.77;271210.16;100.0;100.0;92.12;20.36;78.3;78.3;3.59;0.0;94.98;100.0;0.0;98.84;0.20356906807666886;0.18867261877575955;0.18867261877575955;-0.007767663745885647;3548054;percentual:;100;100;100;não;;não;não;;não;não;não;;sim
501;4076;Santo Antônio do Jardim;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;6065;3605;313.0;241.35;0.0;1432.0;1365.0;953817.63;210659.74;0.0;0.0;98.89;95.15;79.64;33.3;58.78;56.55;2.07;0.0;120.83;120.83;0.69;120.0;0.22891373801916937;0.017609030394900027;0.015026393341753297;-0.08458538998819003;3548104;percentual:;100;98;100;sim;Lei 1871/2007;sim, para todos os órgãos e entidades;sim;A prefeitura mantém pontos estrategicos de captação de agua caso seja necessario;sim;sim;não;;sim
502;4084;Santo Antônio do Pinhal;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;6750;4012;367.34;312.21;0.0;1966.0;1100.0;1205517.4;687767.53;0.0;0.0;93.97;50.82;49.54;30.16;55.85;30.21;1.88;2.27;110.83;110.0;0.38;110.0;0.1500789459356454;0.0933410908665492;0.010127850803164643;-0.6728676191316191;3548203;percentual:;75;46;100;não;;parcialmente;não;;não;não;não;;não
503;4092;Santo Expedito;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2988;2642;194.07;203.59;0.0;1391.0;1199.0;755186.44;165602.71;0.0;0.0;100.0;93.04;73.38;11.89;89.66;82.26;0.0;0.0;100.0;100.0;0.0;100.0;-0.04905446488380494;0.45328063397360163;0.3479808498154935;21.00378455240468;3548302;percentual:;99,04;99,8;100;sim;Outro CONTRATO DE PROGRAMA SABESP N. 043/2007;sim, para todos os órgãos e entidades;sim;CONTRATO PROGRAMA SABESP;não;não;não;;sim
504;4100;Santópolis do Aguapeí;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4572;4418;274.25;269.88;0.0;1792.0;1734.0;1025706.21;87299.98;0.0;0.0;99.0;95.7;84.49;15.96;95.67;92.48;0.0;0.0;100.0;100.0;0.83;100.0;0.0159343664539654;0.21337374925233935;0.12962962962962982;1.485736957723747;3548401;percentual:;100;100;100;não;;não;não;;não;não;não;;não
505;4108;Santos;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;433565;433240;0.0;41094.28;51940.47;79521.0;72137.0;222563768.55;6799620.68;0.0;0.0;100.0;98.61;97.6;18.98;100.0;98.54;0.45;2.54;115.22;115.22;2.19;115.1;0.20881963524781355;1.0;0.4532421973595937;0.027664174425129865;3548500;percentual:;100;100;100;sim;Lei LEI FEDERAL 11445/2007 - PLANO NACIONAL DE SANEAMENTO BÁSICO;sim, para todos os órgãos e entidades;sim;MANOBRAS NO SISTEMA DE ADUÇÃO ATRAVÉS DE SISTEMA DE DISTRIBUIÇÃO INTEGRADO DA BAIXADA SANTISTA;sim;sim;sim;TRANSFERÊNCIA DE ÁGUA ENTRE OS SISTEMAS PRODUTORES DA BAIXADA ATRAVÉS DOS SISTEMAS INTEGRADOS .;sim
506;4116;São Bento do Sapucaí;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;10848;5223;547.81;560.1;0.0;3399.0;2427.0;2010789.01;737261.68;0.0;0.0;100.0;92.99;59.55;15.53;60.73;44.77;0.0;1.17;101.19;101.59;0.0;101.59;-0.022434785783392197;0.042684705408660546;0.015778880680144828;-6.920364965187023;3548609;percentual:;50;60;60;sim;;sim, para todos os órgãos e entidades;não;;não;não;não;;sim
507;4124;São Bernardo do Campo;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;811489;797914;1089.01;53389.02;88246.75;189516.0;164288.0;304741194.95;69164662.97;0.0;0.0;100.0;91.6;16.25;39.75;100.0;90.06;0.34;0.22;102.79;102.47;1.98;102.44;0.40237795033030443;1.0;0.22243083556610374;0.08675424346172995;3548708;percentual:;98;88;30;sim;Lei 17401/2011;sim, para todos os órgãos e entidades;sim;abastecimento por caminhão-pipa;sim;sim;sim;abastecimento por caminhão-pipa;sim
508;4132;São Caetano do Sul;SP;2014;35488011;Departamento de Água e Esgoto de São Caetano do Sul;DAE;Local;Água e Esgoto;Autarquia;157205;157205;22.65;12771.42;16233.12;36890.0;36890.0;96986667.08;4954881.83;0.0;0.0;100.0;100.0;85.0;17.58;100.0;100.0;0.0;0.0;100.0;100.0;0.0;100.0;0.21434542934601064;1.0;1.0;0.10823652979934126;3548807;percentual:;100;100;100;sim;Decreto 10042-27042010;sim, para todos os órgãos e entidades;sim;Campanha prev.vazamento e desperdicio de agua/ Camp.Uso racional de agua;sim;sim;sim;08 poços artesianos/ plano de manobra registros reserv.para manter provimento hospitalar;sim
509;4140;São Carlos;SP;2014;35489011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água e Esgoto;Autarquia;238958;229388;27122.9;15936.13;0.0;93232.0;92562.0;80216752.61;8660550.55;0.0;261837.75;100.0;100.0;85.07;39.41;100.0;100.0;0.49;0.03;152.23;152.23;1.04;100.34;0.41244741528376394;1.0;1.0;0.14259411683968912;3548906;percentual:;100;100;92;sim;Lei 16884/2013;parcialmente;sim;Reservatórios de Água, manobras entre os Centros de Produção, Distribuição e Reservatórios .;sim;sim;sim;Aluguel de caminhões pipa além de caminhões próprios e manobras de direcionamento da água.;sim
510;4148;São Francisco;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2861;2220;177.88;169.44;0.0;1082.0;1041.0;650516.72;147687.51;0.0;0.0;100.0;100.0;83.74;15.88;86.12;85.67;0.0;0.0;100.0;100.0;0.0;100.0;0.047447717562401626;0.23308338252686597;0.22653797694784486;-0.23342563675433367;3549003;percentual:;100;100;100;não;;parcialmente;não;;não;não;não;;sim
511;4156;São João da Boa Vista;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;88477;84947;8696.15;6670.75;0.0;36954.0;35550.0;29858531.55;5190104.34;0.0;0.0;100.0;98.25;80.47;32.85;96.01;94.33;1.62;0.12;104.35;104.35;0.12;104.23;0.23290766603611945;0.4286127826865174;0.3540070146700818;-0.9564428130499205;3549102;percentual:;100;100;100;sim;Outro LEI 2962  13/04/2011 - CELEBRA CONVÊNIO COM O ESTADO DE SÃO PAULO;sim, para todos os órgãos e entidades;sim;RESERVATÓRIO SABESP E CAMPANHA DE SENSIBILIZAÇÃO DA POPULAÇÃO;não;não;não;;sim
512;4164;São João das Duas Pontes;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2618;2001;160.24;162.47;0.0;963.0;839.0;591804.61;100583.63;0.0;0.0;100.0;100.0;74.49;11.94;86.75;80.52;0.0;0.0;100.0;100.0;0.0;100.0;-0.013916625062406318;0.1599209941568596;0.12501231342484523;-5.080792006434763;3549201;percentual:;99,9;99,6;100;não;;parcialmente;não;;sim;sim;sim;Deslocamento de frota de caminhões tanque;sim
513;4171;São João de Iracema;SP;2014;35492511;Prefeitura Municipal de São João de Iracema;PMSJI;Local;Água e Esgoto;Administração pública direta;1875;1529;345.0;111.46;0.0;658.0;638.0;29988.38;;0.0;0.0;94.96;94.96;80.03;67.61;77.44;77.44;0.0;0.0;100.0;100.0;0.0;100.0;0.6769275362318841;0.0;0.0;-0.035293372597447754;3549250;percentual:;100;100;100;não;;parcialmente;não;;não;não;não;;sim
514;4183;São Joaquim da Barra;SP;2014;35494011;Prefeitura Municipal de São Joaquim da Barra;PMSJB;Local;Água e Esgoto;Administração pública direta;49690;48799;8030.0;5346.27;0.0;16378.0;16264.0;3925839.97;;237290.52;0.0;99.91;99.91;0.0;33.42;98.12;98.12;0.0;0.0;100.0;100.0;0.0;100.0;0.3342129514321295;0.39396997901081726;0.3775305877323366;-0.21699757337477424;3549409;percentual:;100;100;0;sim;Lei Lei 11.445/2007 / Audiência Pública 28/07/2011.;parcialmente;não;;não;não;sim;Existe programa de abastecimento emergencial, casa a casa.;sim
515;4191;São José da Bela Vista;SP;2014;35495011;Prefeitura Municipal de São José da Bela Vista;PMSJBV;Local;Água e Esgoto;Administração pública direta;8791;7828;1191.36;632.76;0.0;2694.0;2694.0;244614.52;;20000.0;180000.0;96.19;96.19;81.36;33.97;96.19;96.19;0.7;0.0;100.0;100.0;;0.0;0.4688759065269943;0.7282784567782269;0.7282784567782269;-0.1710164123283387;3549508;percentual:;100;100;100;não;;não;sim;Maior controle sobre a distribuição da agua;sim;sim;sim;Bombeamento de outras fontes de captação para a ETA;sim
516;4195;São José do Barreiro;SP;2014;35496011;Prefeitura Municipal de São José do Barreiro;PMSJB;Local;Água e Esgoto;Administração pública direta;4188;2947;674.85;0.0;0.0;786.0;786.0;134338.64;;141506.27;0.0;100.0;100.0;0.0;9.73;100.0;100.0;0.0;1.55;466.67;466.67;;0.0;1.0;;;;3549607;não possui registro;;;;sim;Lei LEI 034 DE 30 DE DEZEMBRO DE 2014;não;não;;não;não;não;;não
517;4201;São José do Rio Pardo;SP;2014;35497011;Superintendência Autônoma de Água e Esgoto de São José do Rio Pardo;SAAESRP;Local;Água e Esgoto;Autarquia;54209;48004;7500.0;3589.0;0.0;25562.0;18621.0;3540625.56;49317.44;120943.4;0.0;100.0;100.0;8.78;52.15;91.43;88.55;0.0;0.0;100.0;100.0;0.0;100.0;0.5214666666666667;0.3146452498619228;-0.12419475983246527;0.03000992063492063;3549706;percentual:;100;100;10;sim;Lei Esperando ser aprovado pela Câmara;não;sim;fazemos intervencao no rio e nas adutoras da cidade para captar agua nos bolsoes do rio.;sim;sim;não;;sim
518;4209;São José do Rio Preto;SP;2014;35498011;Serviço Municipal Autônomo de Água e Esgoto;SEMAE;Local;Água e Esgoto;Autarquia;438354;411760;50631.21;35411.18;0.0;133874.0;142980.0;135773056.89;61057666.66;0.0;0.0;99.0;99.0;100.0;31.89;92.99;92.99;2.18;0.46;111.49;113.55;2.71;116.36;0.3006056936028193;0.4792565244896162;0.4692884960733063;-0.131251364344455;3549805;percentual:;100;98;100;sim;Decreto Decreto 13.542/2007;parcialmente;sim;através de sistemas de adutoras interligando os mananciais, programas de monitoramento, sistemas ...;sim;sim;sim;sistema de intercâmbio de mananciais, sistema 0800, atendimentos com carros pipas;sim
519;4217;São José dos Campos;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;681036;667181;63848.77;44636.58;0.0;199528.0;180518.0;198745761.93;105252415.67;0.0;0.0;100.0;98.1;92.22;36.53;99.96;96.1;0.45;0.28;103.39;103.56;0.73;103.58;0.3009014895666744;0.9763065715515916;0.2905312216762291;0.0015565576570891514;3549904;percentual:;97,6;91,5;89,6;sim;Decreto 15210/2012;parcialmente;não;;não;não;não;;sim
520;4225;São Lourenço da Serra;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;15028;13679;634.96;551.22;0.0;3453.0;2042.0;2049489.41;834185.74;0.0;0.0;50.36;37.96;52.58;27.31;45.84;34.56;0.0;0.3;111.33;111.33;0.0;111.33;0.13188232329595562;0.03226018780357252;0.023240746155195603;0.3760175385403236;3549953;percentual:;80;60;100;sim;Lei Código de Obras - Lei municipal n 121/95;sim, para todos os órgãos e entidades;não;;não;não;não;;sim
521;4233;São Luís do Paraitinga;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;10726;6376;535.63;482.33;0.0;3277.0;2839.0;1836107.11;203238.81;0.0;0.0;99.0;86.2;71.86;29.97;58.85;51.24;0.0;0.0;116.67;115.0;0.0;115.0;0.0995089894143345;0.025102171981489396;0.023847434636462432;-0.6192618293882218;3550001;percentual:;90;90;90;não;;não;não;;sim;sim;não;;não
522;4241;São Manuel;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;40200;39226;3852.64;2670.18;0.0;15558.0;14786.0;11405895.79;1606269.74;0.0;0.0;99.8;96.69;79.51;38.27;97.38;94.34;0.13;0.38;100.51;100.38;0.77;100.26;0.3069220067278542;0.4286182871483981;0.2437990421975242;-0.021119204477575145;3550100;percentual:;100;97;100;sim;Outro Convênio de cooperação;sim, para todos os órgãos e entidades;sim;Segue no item 7.1 do plano de saneamento;sim;sim;sim;SABESP;sim
523;4249;São Miguel Arcanjo;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;32696;22354;1700.36;1371.14;0.0;9111.0;7252.0;5017636.49;732343.13;0.0;0.0;99.8;76.76;67.37;32.91;68.23;52.48;1.71;1.63;120.32;119.18;0.69;116.21;0.19361782210825929;0.0456655556697046;0.022478274208803592;-0.33989677085066716;3550209;não possui registro;;;;sim;;parcialmente;sim;A Sabesp instalou bombas no Rio do Turvo para suprir a falta de água no Ribeirão São Miguel;não;não;não;;sim
524;4257;São Pedro;SP;2014;35504011;Serviço Autônomo de Água e Esgoto de São Pedro;SAAESP;Local;Água e Esgoto;Autarquia;33966;28543;5008.09;2370.09;0.0;13543.0;11760.0;6890991.0;404247.0;0.0;62467.0;100.0;97.58;10.56;63.5;99.03;82.0;0.04;0.05;100.0;100.0;0.0;100.0;0.5267477221855039;0.640166934235131;0.11395372199712016;0.04214101352207305;3550407;percentual:;100;86;11;sim;Decreto 5662 de 07/02/2014;sim, para todos os órgãos e entidades;sim;Plano de racionamento conforme resolução RES-PCJ n  57;sim;sim;sim;Plano de racionamento conforme resolução RES-PCJ n  57;não
525;4265;São Pedro do Turvo;SP;2014;35505011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água e Esgoto;Autarquia;7538;5393;560.0;560.0;0.0;2184.0;2079.0;665641.8;109500.0;0.0;0.0;96.27;96.27;95.35;23.21;68.88;68.88;1.89;4.62;100.0;100.0;4.62;100.0;0.0;0.019866266111057268;0.05721210340775557;1.0;3550506;percentual:;100;100;100;não;;sim, para todos os órgãos e entidades;não;;não;não;não;;sim
526;4272;São Roque;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;85502;77547;7418.22;4272.68;0.0;22749.0;14451.0;19007143.57;12958618.82;0.0;0.0;72.72;51.45;0.0;50.23;65.96;46.66;0.0;0.7;86.36;86.21;2.29;85.91;0.42402894494905785;0.08730410019675428;0.01824464743248142;0.0945911316022376;3550605;percentual:;75;70;0;sim;Lei 3750 de 18/12/2011;parcialmente;não;;não;não;não;;não
527;4280;São Sebastião;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;81718;80797;9188.12;5860.29;0.0;26378.0;17315.0;28507680.39;25019369.85;0.0;0.0;89.8;49.43;66.97;44.77;88.79;48.87;0.13;0.33;100.33;100.13;0.07;100.07;0.3621883475618517;0.15523930822599655;0.064885005954187;-0.0007831094702483462;3550704;percentual:;65,9;39,9;71;sim;Outro Plano diretor municipal;parcialmente;sim;medições de vazão. equip., reserva, manut. preventiva de equip quadro 72 do plao mun. de saneamento;não;não;não;;sim
528;4288;São Sebastião da Grama;SP;2014;35508011;Prefeitura Municipal de São Sebastião da Grama;PMSSG;Local;Água e Esgoto;Administração pública direta;12374;8152;1263.08;560.0;1213.08;3343.0;3343.0;721473.14;;0.0;0.0;100.0;100.0;25.67;72.94;100.0;100.0;0.0;1.32;223.86;106.94;0.0;58.33;0.7738433703799431;1.0;1.0;-0.2871602311788703;3550803;percentual:;100;100;0;sim;Lei 073 DE 26/03/14;parcialmente;não;;não;não;sim;TRANSPORTE COM CAMINHÃO PIPA;não
529;4296;São Simão;SP;2014;35509011;Prefeitura Municipal de São Simão;PMSS;Local;Água e Esgoto;Administração pública direta;15041;13554;1273.5;1273.5;0.0;5351.0;5039.0;701156.67;;177585.17;0.0;99.57;99.57;0.0;0.0;89.73;89.73;0.0;0.0;100.0;100.0;0.0;100.0;0.0;0.0837764141671383;0.06333882352941178;;3550902;percentual:;100;100;0;não;;sim, para todos os órgãos e entidades;não;;não;não;não;;sim
530;4302;São Vicente;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;353040;352373;0.0;22944.14;48780.29;96952.0;63013.0;95196453.07;26860641.46;0.0;0.0;97.6;74.65;64.24;54.27;97.42;74.51;0.19;1.0;115.87;115.78;2.68;115.66;0.5296432227032681;0.2692390796396146;0.048508428939237826;-0.0691703314752229;3551009;percentual:;100;75;75;sim;Decreto Decreto Municipal  3708-A;parcialmente;não;;sim;sim;não;;sim
531;4310;Sarapuí;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;9734;7167;563.86;653.21;0.0;4050.0;2190.0;2177263.76;5487204.35;0.0;0.0;100.0;67.66;0.0;4.3;79.07;49.82;5.98;1.68;122.47;120.45;1.91;119.19;-0.1584613201858618;0.1140454624127387;0.03584190271508616;-2.139879731374606;3551108;percentual:;95;75;;não;;parcialmente;não;;não;não;não;;sim
532;4318;Sarutaiá;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3700;3021;222.07;211.71;0.0;1375.0;1231.0;731865.79;19896.08;0.0;0.0;100.0;93.61;75.4;19.64;81.65;76.43;0.0;0.0;120.83;120.0;0.0;118.33;0.04665195659026422;0.1017391149560326;0.07997593926598912;0.7015519143446685;3551207;percentual:;100;94;100;sim;;parcialmente;não;;não;não;não;;sim
533;4326;Sebastianópolis do Sul;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3293;2550;193.38;204.89;0.0;1229.0;1218.0;883770.78;51281.57;0.0;0.0;100.0;100.0;84.09;8.45;79.2;79.14;0.0;0.0;106.67;106.67;0.0;106.67;-0.05952011583410899;0.24013126605155527;0.24645299517931207;-0.04010291970183294;3551306;percentual:;100;100;100;sim;Lei 11445/2007 lei federal;parcialmente;não;;não;não;não;;sim
534;4334;Serra Azul;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;12908;9194;625.75;550.73;0.0;3056.0;2942.0;2259457.77;212930.91;0.0;0.0;87.29;85.63;79.41;19.39;62.17;60.99;1.79;0.0;107.69;108.97;0.0;107.69;0.11988813423891331;0.04714191565813434;0.049981279814988455;-0.2646627389908317;3551405;percentual:;100;96;100;sim;Lei Lei 1240/2014;parcialmente;não;;não;não;não;;sim
535;4342;Serrana;SP;2014;35515011;Prefeitura Municipal de Serrana;PMS;Local;Água e Esgoto;Administração pública direta;42264;41816;5682.0;3420.0;0.0;13970.0;13782.0;3236495.12;;0.0;;98.51;98.51;0.0;43.05;97.47;97.47;0.35;0.0;214.47;214.47;0.0;44.34;0.39809926082365366;0.5655301036485096;0.6268674972254604;0.05016734379754092;3551504;percentual:;0;;;sim;Outro PROJETO LEI COMPLEMENTAR 13/2014 EXECUTIVO AGUARDANDO APROVAÇÃO CÂMARA MUNICIPAL;parcialmente;não;;não;não;não;;sim
536;4350;Serra Negra;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;28103;24382;2082.89;2040.81;0.0;8958.0;6872.0;8412681.14;3571564.66;0.0;0.0;95.55;74.18;65.99;19.97;82.9;64.36;0.0;0.38;112.43;112.43;0.13;112.43;0.02020269913437578;0.14007882798803378;0.06118260946362333;1.5678195593218858;3551603;percentual:;95;95;100;não;;não;não;;não;não;não;;não
