;index;municipio;Estado;ano;Código do Prestador;Prestador;Sigla do Prestador;Abrangência;Tipo de serviço;Natureza jurídica;POP_TOT;POP_URB;AG006;AG011;AG018;AG021;ES009;FN006;FN033;FN048;FN058;IN023;IN024;IN046;IN049;IN055;IN056;IN075;IN076;IN079;IN080;IN084;IN085;SNSI4;SNSI1;SNSI2;SNSI5;cod_ibge;TCE01;TCE02;TCE05;TCE06;TCE07;TCE08;TCE09;TCE11;TCE12;TCE13;TCE14;TCE15;TCE16;TCE17;TCE18;TCE19;TCE20;TCE21;TCE22;TCE23;TCE24;TCE25;TCE26;TCE28;TCE29
447;3556;Rafard;SP;2017;35421011;Prefeitura Municipal de Rafard;PMR;Local;Água e Esgoto;Administração pública direta;9054;7981;920.0;552.0;0.0;2913.0;2876.0;1521723.74;;180000.0;0.0;100.0;100.0;0.0;40.0;88.15;88.15;3.3;0.0;100.0;135.71;0.0;100.0;0.4;0.2809430071241096;0.23079041213379695;-0.14285714285714263;3542107;Não;;Sim;LEI |#| 1746/2015;1,5;1,5;Sim;;;Parcialmente;Não;;Não;;Não;;Não;;Sim;;;;Não;Não;Sim
448;3564;Rancharia;SP;2017;35422011;Prefeitura Municipal de Rancharia;PMR;Local;Água e Esgoto;Administração pública direta;29821;26740;2800.0;1947.7;0.0;11600.0;10945.0;4017853.67;;0.0;0.0;100.0;100.0;99.97;34.73;99.93;99.93;0.0;0.0;100.0;100.0;0.0;140.45;0.30439285714285713;1.0010065421146828;1.2053636046853986;0.47423051948051953;3542206;Sim;96,2;Não;;7,3;7,3;Sim;;;Parcialmente;Sim;Brigada Municipal;Não;;Não;;Não;;Sim;;;;Sim;Não;Sim
449;3571;Redenção da Serra;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3908;2233;150.86;139.32;0.0;959.0;769.0;724167.11;103029.51;0.0;0.0;78.28;64.76;89.92;29.61;44.73;37.0;2.16;0.0;115.83;115.0;0.0;115.0;0.07649476335675476;0.00753784651680975;0.009081426029330552;-0.1106798711012266;3542305;Sim;57,13;Sim;Lei |#| 1010;5,4;5,4;Não;Contrato;30;Parcialmente;Sim;Participa de Treinamento junto a defesa civil do estado;Sim;Sabesp, Caminhão Pipa para escola e posto de saude;Sim;caminhão Pipa;Sim;Sabesp possui plano para captar agua em um ribeirao que desagua no reservatorio de Paraibuna, onde atualmente a agua é captada.;Não;Sabesp;Contrato;30;Sim;Não;Sim
450;3579;Regente Feijó;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;19985;18424;1265.04;1243.97;0.0;8101.0;7834.0;6883530.77;699661.26;0.0;0.0;100.0;100.0;100.0;15.77;98.88;97.24;0.0;0.0;102.33;101.16;0.0;102.33;0.01665559982293041;0.6897510107835108;0.49505466583964164;-0.8380309119762687;3542404;Sim;99,6;Sim;Lei |#| 11.455/2007;10;10;Não;contrato de programa;30;Parcialmente;Não;;Sim;A SABESP disponibiliza, seja na própria cidade ou através do apoio de suas diversas unidades no Estado, os instrumentos necessários para o atendimento a situações de contingência, tanto nos Sistemas de Abastecimento de Água como nos Sistemas de Coleta e Tratamento de Esgoto, independente da origem de tais ocorrências. O Plano de Contingência tem como principal objetivo priorizar o abastecimento com água potável para a Rede de Atenção Básica à Saúde e a Rede Municipal de Ensino.;Sim;A SABESP disponibiliza, seja na própria cidade ou através do apoio de suas diversas unidades no Estado, os instrumentos necessários para o atendimento a situações de contingência, tanto nos Sistemas de Abastecimento de Água como nos Sistemas de Coleta e Tratamento de Esgoto, independente da origem de tais ocorrências. O Plano de Contingência tem como principal objetivo priorizar o abastecimento com água potável para a Rede de Atenção Básica à Saúde e a Rede Municipal de Ensino.;Não;;Não;SABESP;contrato de programa;30;Sim;Não;Sim
451;3587;Reginópolis;SP;2017;35425011;Prefeitura Municipal de Reginópolis;PMR;Local;Água e Esgoto;Administração pública direta;9042;5386;561.16;458.73;0.0;2830.0;2770.0;873853.25;;0.0;0.0;100.0;70.87;86.9;30.28;97.81;42.21;5.5;0.0;127.33;127.33;0.13;127.33;0.18253261102002982;0.6805646825979723;0.04890372929592403;-0.13575846856907456;3542503;Sim;100;Não;;9,8;1,8;Sim;;;Não;Sim;Campanhas através de carro de som, rádio comunitária e informativos para a economia de água junto a população;Não;;Não;;Não;;Sim;;;;Sim;Não;Sim
452;3595;Registro;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;56430;50094;4234.11;3420.14;0.0;22940.0;19676.0;22773028.16;1965075.13;0.0;0.0;100.0;93.82;90.86;31.37;93.52;83.29;0.0;0.97;105.48;105.48;0.0;105.37;0.19224110852103504;0.31175411694112903;0.16481595306227806;0.24615808644851186;3542602;Sim;98;Sim;Lei Municipal |#| nº 1.400/2014;7;7,8;Não;Contrato de Programa;30;Parcialmente;Sim;O Plano de Saneamento tem um anexo todo dedicado ao tema que descreve as ações necessárias para cada tipo de evento, como comunicação a população, deslocamento de caminhão pipa, reparos na rede, informação aos órgãos ambientais, etc.;Não;;Não;;Sim;"Verificação e adequação de plano de ação às características da ocorrência 
Comunicação à população / instituições / autoridades / Defesa Civil
Comunicação à Polícia
Deslocamento de frota grande de caminhões tanque
Controle da água disponível em reservatórios
Reparo das instalações danificadas
Implementação do PAE Cloro
Implementação de rodízio de abastecimento";Não;Companhia de Saneamento do Estado de São Paulo (SABESP);Contrato de programa.;30;Sim;Não;Sim
453;3603;Restinga;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;7384;5806;387.32;365.41;0.0;2353.0;2234.0;2175501.37;33735.76;0.0;0.0;100.0;100.0;96.14;18.46;92.54;89.34;0.0;0.0;110.42;108.33;0.0;109.03;0.056568212330889156;0.16322263621351812;0.14167970186048864;-0.014559854297658924;3542701;Sim;85;Não;;10;8,4;Não;contrato de programa;30;Sim, para todos os órgãos e entidades;Sim;Caminhões pipa e poços artesianos.;Sim;Caixas D´água e caminhões pipa.;Sim;Abastecimento através de caminhoes PIPA e poços artesianos;Sim;Plano realizado pela Sabesp.;Não;SABESP (Companhia de saneamento básico do estado de são paulo);Contrato de Programa;30;Sim;Sim;Sim
454;3611;Ribeira;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3390;1248;170.0;153.3;0.0;1162.0;396.0;716102.94;48237.46;0.0;0.0;100.0;56.57;39.26;31.39;67.76;20.83;0.41;17.21;101.67;101.67;0.0;101.67;0.09823529411764698;0.029831049235008355;0.016981208983817716;-0.3378321986579813;3542800;Sim;85;Não;;5,5;0,6;Não;CONTRATO;30;Não;Não;;Não;;Não;;Não;;Não;COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO - SABESP;CONTRATO;30;Sim;Não;Sim
455;3619;Ribeirão Bonito;SP;2017;35429011;Prefeitura Municipal de Ribeirão Bonito;PMRB;Local;Água e Esgoto;Administração pública direta;13060;12075;485.53;467.0;0.0;4440.0;4313.0;3108410.12;;18617.9;0.0;100.0;100.0;0.0;3.82;100.0;100.0;0.0;0.0;100.0;100.0;0.0;100.0;0.03816448005272588;1.0;1.0;-0.0;3542909;Sim;100;Não;;1,4;1,4;Sim;;;Parcialmente;Sim;com caminhão pipa de poços que estão sobrando;Sim;Cada unidade tem um reservatório de água;Sim;As unidades tem reservatório;Não;;Sim;;;;Não;Não;Sim
456;3625;Ribeirão Branco;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;17220;8759;887.13;696.21;0.0;5761.0;3803.0;3307049.62;860922.48;0.0;0.0;100.0;94.47;59.18;39.76;69.3;48.05;2.39;0.22;116.16;114.65;1.32;114.39;0.21521084846640282;0.039516300711635526;0.015562628961911731;0.18250542340968076;3543006;Sim;90;Não;;7,1;6,9;Não;Contrato de programa;30;Parcialmente;Não;;Não;;Não;;Não;;Não;SABESP;Contrato de programa;30;Sim;Não;Sim
457;3633;Ribeirão Corrente;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4644;3692;252.87;213.35;0.0;1323.0;1287.0;1156170.24;32818.41;0.0;0.0;94.83;94.15;99.39;25.85;75.39;74.85;0.0;0.0;110.83;110.0;0.0;110.0;0.1562858385731799;0.04426006176682715;0.04208764671413604;-0.23427693975599143;3543105;Sim;100;Sim;Lei Municipal |#| 970;8,4;8;Não;contrato de programa;30;Parcialmente;Sim;Reservatórios nos departamentos municipais. Para a população, a SABESP disponibiliza o fornecimento de água potável.;Sim;Reservatórios nos departamentos municipais. Para a população, a SABESP disponibiliza o fornecimento de água potável.;Sim;Reservatórios nos departamentos municipais. Para a população, a SABESP disponibiliza o fornecimento de água potável.;Sim;A concessionária SABESP é responsável pelo abastecimento, conforme convênio firmado.;Não;sabesp;contrato de programa;30;Sim;Não;Sim
458;3641;Ribeirão dos Índios;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2243;1897;125.69;127.12;0.0;880.0;850.0;662461.01;148315.78;0.0;0.0;100.0;100.0;100.0;15.91;90.15;89.17;0.0;0.0;100.0;100.0;0.0;100.0;-0.011377197867769917;0.11095612217686524;0.11941786207609047;10.52802397432805;3543238;Sim;95;Sim;Lei |#| 380/2007;9,9;10;Sim;;;Parcialmente;Não;;Sim;Aguá tratada.;Sim;Reservatórios de água.;Não;;Sim;;;;Sim;Sim;Sim
459;3649;Ribeirão do Sul;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4571;3388;275.43;218.84;0.0;1441.0;1396.0;1199280.26;46946.76;0.0;0.0;99.17;97.08;94.15;30.98;73.51;71.95;3.03;0.0;110.0;109.17;0.77;108.33;0.2054605525904949;0.11124850524700217;0.11106823093547394;0.07281169612229221;3543204;Sim;100;Sim;1 |#| Lei Municipal nº 1.302/2009;8;7,4;Não;CONTRATO DE PROGRAMA;30;Parcialmente;Sim;Equipe de Plantão caso haja ocorrência, acerco em áreas que apresentam riscos maiores entre outras;Sim;Sabesp mantem o controle do nível da água fornecida e reservatórios auxiliares.;Sim;Sabesp mantem o controle do nível da água fornecida e reservatórios auxiliares.;Sim;Sabesp mantem o controle do nível da água fornecida e reservatórios auxiliares.;Não;CIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO SABESP;CONTRATO DE PROGRAMA;30;Não;Não;Não
460;3657;Ribeirão Grande;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;7697;2431;304.19;346.78;0.0;2735.0;1231.0;1457741.76;147832.56;0.0;0.0;100.0;100.0;51.89;14.78;88.16;40.59;1.99;0.76;111.94;109.44;0.26;106.67;-0.14001117722476075;0.2173385100853853;0.027526401591408952;-2.768779668239561;3543253;Sim;80;Não;;10;9,8;Não;Por meio de concessão;30;Sim, para todos os órgãos e entidades;Não;;Não;;Não;;Não;;Não;Sabesp;Por meio de Concessão;30;Sim;Não;Sim
461;3665;Ribeirão Pires;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;121848;121848;0.0;5955.37;7729.48;33090.0;26698.0;40403627.86;5932071.14;0.0;0.0;90.21;73.34;44.6;36.29;90.21;73.34;0.0;0.47;100.75;100.47;1.21;100.47;0.22952514270041446;0.10089939452253503;0.04233251457547133;-0.03872931749184248;3543303;Sim;100;Sim;LEÍ |#| 5485/2010;5,5;5,2;Não;CONVÊNIO Nº 03/2011;30;Parcialmente;Não;;Sim;CAMINHÕES PIPA E PARCERIAS PRIVADAS;Sim;CAMINHÕES PIPA E PARCERIAS PRIVADAS;Não;;Não;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO S/A.- SABESP;CONVÊNIO Nº 03/2011;30;Sim;Sim;Sim
462;3673;Ribeirão Preto;SP;2017;35434011;Departamento de Água e Esgotos de Ribeirão Preto;DAERP;Local;Água e Esgoto;Autarquia;682302;680366;132678.67;53292.62;0.0;192389.0;191692.0;306081453.07;6188618.38;0.0;0.0;99.96;99.81;90.24;59.36;100.0;99.53;4.87;0.0;91.27;99.32;1.58;79.31;0.5983331759355139;1.0;0.6356153417038922;0.10454696736002203;3543402;Sim;100;Não;;10;10;Não;contrato de concessão.;20;Sim, para todos os órgãos e entidades;Sim;"identificação de bairros mais criticos; sumarezinho , alto da boa vista e sumare, Jdm Paulis e Castelo Branco, Monte Alegre e Pq bandeirantes.
poço novo no Jdm Recreio; q manda para Jdm Piratininga, abastecendo Pq Ribeirão Preto.
poço novo na Av Barão do Bananal, influencia Bandeirantes  Jdm Paulista, castelo Branco; abstece Pq Anahnguera
equilibrio de pressão, com a distribuição de água gravitacional.
poço do Botafogo - entrará em operação dando reflexo no abastecimento dos bairros castelo branco e bandeirantes, no final da Av. 13 de maio.
poço do Royal parque - manutenção, substituição de bomba, será feita travessia pelo córrego, atravessando jdm Canadá, abastecendo Alto da Boa vista e Jdm Sumare
Poço Cava do Bosque - abastece o reservatório elevado do Jardim Paulista, na Av 13 de maio";Sim;Guarnecem, quando necessário inclusive através de caminhão pipa. Exatamente pela falta de manuitenção interna por parte da Educação.;Não;;Sim;retirando o sitema de distribuição de água em marcha e estabelecendo o sistema de distribuição gravitacional.;Sim;;;;Sim;Sim;Sim
463;3681;Rifaina;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3618;3167;293.74;313.43;0.0;1827.0;1685.0;2255687.59;455594.59;0.0;0.0;96.97;91.98;93.4;9.33;84.88;80.51;2.26;0.0;110.83;110.0;0.76;110.0;-0.06703206917682314;0.07660649819494585;0.0706298819972346;10.59861108108302;3543600;Sim;100;Sim;Decreto |#| 951, 10 de abrilde 2015;8,4;8,5;Não;Contrato de Programa;30;Sim, para todos os órgãos e entidades;Sim;"Participação No Programa Operação Estiagem 
Nesse período caminhão pipa fica a disposição pronto para uso";Sim;"A provisão de água  para o abastecimento da cidade de Rifaina é oriunda da captação de 4 poços profundos e da Represa da usina de Jaguara. Se houver falta de energia, temos geradores disponíveis e falta de água nos mananciais não existe a possibilidade, devido as proporções do reservatório da Usina de Jaguara e a nossa capacidade de produção. (Fonte: SABESP);";Sim;"A provisão de água  para o abastecimento da cidade de Rifaina é oriunda da captação de 4 poços profundos e da Represa da usina de Jaguara. Se houver falta de energia, temos geradores disponíveis e falta de água nos mananciais não existe a possibilidade, devido as proporções do reservatório da Usina de Jaguara e a nossa capacidade de produção. (Fonte: SABESP);";Sim;Estes poços atendem a demanda da população e caso haja picos de consumo entra no sistema de abastecimento uma Estação de tratamento de água compacta que capta água da represa da Usina de Jaguara e tem capacidade para atender uma população flutuante de 8000 pessoas. (Fonte: SABESP).;Não;Sabesp;Contrato de Programa;30;Sim;Sim;Sim
464;3689;Rincão;SP;2017;35437011;Prefeitura Municipal de Rincão;PMR;Local;Água e Esgoto;Administração pública direta;10823;8792;1454.4;770.83;0.0;4064.0;4064.0;541326.86;;19000.0;0.0;100.0;100.0;0.0;47.0;81.23;81.23;0.0;0.0;23.67;40.0;0.0;53.7;0.4700013751375137;0.04766358768869911;0.04766358768869911;-0.012099312758326725;3543709;Sim;100;Sim;Decreto |#| 95/2011 de 02/12/2011;2,3;2,3;Sim;;;Não;Não;;Não;;Não;;Não;;Sim;;;;Não;Não;Não
465;3697;Rinópolis;SP;2017;35438011;Prefeitura Municipal de Rinópolis;PMR;Local;Água e Esgoto;Administração pública direta;10098;8778;653.0;0.0;0.0;3480.0;3480.0;1682857.65;;23870.0;;100.0;97.06;53.63;2.91;87.18;84.37;0.0;0.0;133.33;133.33;0.0;133.33;1.0;0.10494258131304622;0.04446493978760969;-0.0;3543808;Sim;100;Sim;Lei |#| Lei nº 1729/2012;9,5;7,3;Sim;;;Sim, para todos os órgãos e entidades;Sim;Utilização de reservatório de água próprio.;Sim;Utilização de reservatório próprio.;Sim;Utilização de reservatório de água próprio.;Não;;Sim;;;;Sim;Não;Sim
466;3699;Rio Claro;SP;2017;35439011;Departamento Autônomo de Água e Esgoto;DAAE;Local;Água e Esgoto;Autarquia;202952;198013;20951.09;15021.59;0.0;80709.0;78860.0;94166469.17;0.0;0.0;0.0;99.96;99.96;100.0;39.75;100.0;100.0;0.0;12.93;177.71;177.71;0.0;110.53;0.2830163012998369;1.0;1.0;-0.03495411223977344;3543907;Sim;100;Sim;decreto |#| 10010;6,3;6,2;Não;concorrência pública;30;Parcialmente;Sim;Publicacoes em em meios de comunicacao;Não;;Não;;Não;;Sim;;;;Sim;Não;Sim
467;3707;Rio das Pedras;SP;2017;35440011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água e Esgoto;Autarquia;33935;32855;4730.0;2032.0;0.0;11392.0;11275.0;8594367.0;0.0;0.0;0.0;97.8;97.49;0.0;61.33;94.68;94.68;0.48;0.81;100.33;100.33;;0.0;0.5704016913319239;0.26517947168479;0.3355936934402301;-0.033289593710272174;3544004;Sim;100;Sim;Lei Municipal |#| 2693/11;1,5;1,5;Não;Lei de Criação da Autarquia;70;Parcialmente;Sim;Informativos para redução no consumo de agua;Sim;Reservatórios específicos instalados nas unidades de ensino;Não;;Não;;Não;Autarquia SAAE;lei de criação da autarquia;70;Não;Não;Sim
468;3715;Rio Grande da Serra;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;49408;49408;0.0;2103.83;2580.38;13478.0;8136.0;19596907.34;3782846.19;0.0;0.0;85.96;52.33;47.58;32.13;85.96;52.33;0.0;0.15;100.0;100.0;1.39;100.0;0.18468210108588667;0.11569118958294776;0.022551967147485877;-0.04878767316043006;3544103;Sim;96,8;Sim;lei |#| 2239/2017;4,8;4,5;Não;contrato;30;Parcialmente;Não;;Não;;Não;;Não;;Não;Companhia de Saneamento Básico do Estado de São Paulo (Sabesp);contrato;30;Sim;Não;Sim
469;3723;Riolândia;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;12086;9561;974.13;900.88;0.0;3905.0;3755.0;7641789.91;185185.81;0.0;0.0;95.05;94.04;92.33;15.97;75.19;74.39;0.0;0.0;100.0;100.0;0.0;100.0;0.07519530247502904;0.04307432524196231;0.042940014930309134;0.2585503491412573;3544202;Sim;100;Sim;Lei Complementar |#| 75/2017;9,7;9,7;Não;CONTRATO DE PROGRAMA;30;Não;Não;;Sim;Captação, Tratamento e Instalação de Caixas D'agua;Sim;Instalação de Caixas D'agua;Não;;Não;SABESP;contrato de programa;30;Não;Não;Sim
470;3731;Riversul;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5792;4222;300.55;267.73;0.0;2335.0;1869.0;1335765.9;46389.52;0.0;0.0;100.0;93.89;100.0;34.91;77.69;68.44;1.11;0.0;112.92;110.83;0.39;107.5;0.10919980036599564;0.011790109791508623;0.012602262394356203;0.3597208230802344;3543501;Sim;90;Não;;9,4;8,1;Não;LEI;20;Sim, para todos os órgãos e entidades;Não;;Não;;Não;;Não;;Não;SABESP;LEI;20;Sim;Não;Sim
471;3739;Rosana;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;17795;14331;1173.83;1107.53;0.0;7365.0;7270.0;6744412.91;872129.39;0.0;0.0;100.0;100.0;100.0;20.25;83.84;83.55;0.0;0.0;100.0;99.05;0.95;100.0;0.056481773340262165;0.04506959804768588;0.04852508917727774;0.1400448082278393;3544251;Sim;99;Sim;Lei Municipal |#| 1314/2012;7,5;7,5;Não;Decreto Municipal n. 1930/12, Contrato de programa n. 276/14;20;Não;Sim;1 FALTA D'ÁGUA GENERALIZADA: VERIFICAÇÃO E ADEQUAÇÃO DE PLANO DE AÇÃO ÀS CARACTERÍSTICAS DA OCORRÊNCIA. COMUNICAÇÃO A POPULAÇÃO/INSTITUIÇÕES/AUTORIDADES/DEFESA CIVIL. COMUNICAÇÃO A POLÍCIA. DESLOCAMENTO DE FROTA GRANDE DE CAMINHÕES TANQUE. CONTROLE DA ÁGUA DISPONÍVEL EM RESERVATORIOS. REPARO DAS INSTALAÇÕES DANIFICADAS. IMPLEMENTAÇÃO DO PAE CLORO. IMPLEMENTAÇÃO DE RODÍZIO DE ABASTECIMENTO. 2 FALTA D'ÁGUA PARCIAL OU LOCALIZADA: VERIFICAÇÃO E ADEQUAÇÃO DE PLANO DE AÇÃO ÁS CARACTERÍSTICAS DA OCORRÊNCIA. COMUNICAÇÃO À POPULAÇÃO/INSITUIÇÕES/AUTORIDADES. COMUNICAÇÃO A POLÍCIA. DESLOCAMENTO DE FROTA DE CAMINHÕES TANQUE. REPARO DAS INSTALAÇÕES DANIFICADAS. TRANSFERENCIA DE ÁGUA ENTRE SETORES DE ABASTECIMENTO.;Sim;Falta d'água parcial ou localizada: verificação e adequação de plano de ação às características da ocorrência, comunicação à população/instituições/autoridades, comunicação à polícia, deslocamento de frota de caminhões tanque, reparo das instalações danificadas e transferência de água entre setores de abastecimento.;Sim;Falta d'água parcial ou localizada: verificação e adequação de plano de ação às características da ocorrência, comunicação à população/instituições/autoridades, comunicação à polícia, deslocamento de frota de caminhões tanque, reparo das instalações danificadas e transferência de água entre setores de abastecimento.;Sim;Falta d'água generalizada: verficação e adequação de plano de ação às características da ocorrência, comunicação à população/instituições/autoridades/defesa civil, comunicação à polícia, deslocamento de frota grande de caminhões tanque, controle da água disponível em reservatórios, reparo das instalações danificadas, implementação do PAE cloro e implementação de rodízio de abastecimento.;Não;Sabesp;Lei Municipal, Contrato de Concessão e Contrato de Programa.;30;Sim;Não;Sim
472;3747;Roseira;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;10512;9983;705.73;578.38;0.0;3858.0;3728.0;3158203.21;281971.68;0.0;0.0;98.21;95.8;93.03;30.6;93.26;90.98;0.0;0.0;115.74;115.74;0.0;115.74;0.18045144743740527;0.21197111774193286;0.1668154972809094;0.11217139617061506;3544301;Sim;98,9;Sim;LEI MUNICIPAL |#| 1.468;9,6;7,7;Não;CONTRATO DE PROGRAMA  (LEI N° 1.160 DE 25/04/2008).;30;Não;Não;;Não;;Não;;Não;;Não;SABESP;CONTRATO DE PROGRAMA (LEI 1.160 DE 25/04/2008).;30;Não;Não;Não
473;3755;Rubiácea;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3046;1745;167.76;171.54;0.0;1210.0;1160.0;863707.61;243633.85;0.0;0.0;100.0;100.0;100.0;14.85;94.02;92.45;0.42;0.0;100.0;100.0;0.0;100.0;-0.022532188841201783;0.4968612060645331;0.4418723214427963;0.6785518789715427;3544400;Sim;100;Sim;Lei Municipal |#| 1677/2016;9,7;9,7;Não;Concessão;13;Não;Não;;Sim;Armazenamento em caixas d'água.;Sim;Armazenamento em caixas d'água.;Não;;Não;Empresa de Saneamento Básico de São Paulo - SABESP;Concessão;13;Sim;Não;Sim
474;3763;Rubinéia;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3102;2552;280.33;309.41;0.0;2012.0;1414.0;1510724.62;76485.87;0.0;0.0;100.0;93.5;79.03;11.27;100.0;76.92;1.25;0.0;100.0;100.0;0.0;100.0;-0.1037348838868477;1.0;0.24138456860777904;0.06044083632044496;3544509;Sim;90;Sim;129 |#| lei complementar 129;7,6;7,8;Não;contrato de programa;30;Parcialmente;Não;;Sim;Ação Uso Racional da Agua;Sim;Ação Uso Racional da Agua;Não;;Não;sabesp;contrato de programa;30;Sim;Não;Sim
475;3771;Sabino;SP;2017;35446011;Prefeitura Municipal de Sabino;PMS;Local;Água e Esgoto;Administração pública direta;5549;4866;393.62;375.0;0.0;2390.0;2120.0;683982.56;;0.0;0.0;100.0;100.0;100.0;13.69;100.0;100.0;0.0;0.0;100.0;100.0;0.0;100.0;0.0473045068848128;1.0;;-5.530846099768959;3544608;Sim;87,69;Sim;Lei Ordinária 2137 |#| 04/07/2013;9,5;7,4;Sim;;;Sim, para todos os órgãos e entidades;Não;;Não;;Não;;Não;;Sim;;;;Sim;Não;Sim
476;3777;Sagres;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2453;1863;144.1;133.92;0.0;912.0;829.0;702770.4;33746.73;0.0;0.0;100.0;100.0;100.0;23.7;86.55;82.27;0.83;0.0;100.42;100.42;0.42;100.0;0.07064538514920204;0.034077083899316074;0.037703793228519474;0.23782584472832602;3544707;Sim;100;Não;;8,4;8,5;Não;Contrato de Programa;30;Parcialmente;Sim;Participação nas oficinas da OPEP oferecidas pela Defesa Civil;Não;;Não;;Não;;Não;SABESP;Contrato de Programa;30;Sim;Não;Sim
477;3785;Sales;SP;2017;35448011;Prefeitura Municipal de Sales;PMS;Local;Água e Esgoto;Administração pública direta;6144;5531;1000.0;633.0;0.0;3801.0;3589.0;839658.67;;0.0;0.0;100.0;100.0;100.0;57.74;100.0;100.0;0.87;0.0;130.87;100.0;0.66;100.0;0.367;1.0;1.0;-0.10099999999999985;3544806;Sim;95;Não;;10;7,8;Sim;;;Parcialmente;Não;;Sim;Em algumas situações de seca extrema, houve necessidade de restringir o uso de água, proibindo a população de lavar calçadas e guias, carros ou seja usar com responsabilidade . Medidas de uso com responsabilidade...;Não;;Não;;Sim;;;;Sim;Não;Sim
478;3792;Sales Oliveira;SP;2017;35449011;Prefeitura Municipal de Sales Oliveira;PMSO;Local;Água e Esgoto;Administração pública direta;11641;10541;1721.04;1011.63;0.0;4666.0;4619.0;1215079.33;;0.0;0.0;98.57;98.57;0.0;46.85;98.62;89.25;0.0;0.0;100.0;100.0;0.0;100.0;0.4121984381536745;0.7462343521666962;0.2525693082906526;0.11765600472366272;3544905;Sim;100;Sim;Lei Municipal |#| 1.823, de 22 de dezembro de 2.015.;9,7;9,6;Sim;;;Parcialmente;Sim;Remanejamento de válvulas e reservatórios para o abastecimento mesmo que parcial do setor afetado, contratação de caminhões tanque para abastecimento dos locais de maior importância, comunicar a população atingida sobre o problema, sua causa e tempo estimado para sua correção.;Sim;Manutenção dos materiais danificados o mais breve possível, manobra das redes dos setores adjacentes para o abastecimento mesmo que parcial do setor afetado, utilização de caminhões tanque para o abastecimento de serviços de emergência, aviso à população sobre a ocorrência e o tempo estimado para normalização da situação.;Sim;Manutenção dos materiais danificados o mais breve possível, manobra das redes dos setores adjacentes para o abastecimento mesmo que parcial do setor afetado, utilização de caminhões tanque para o abastecimento de serviços de emergência, aviso à população sobre a ocorrência e o tempo estimado para normalização da situação.;Sim;Manutenção imediata, remanejamento da válvulas, utilização de caminhões tanque, manobras operacionais para permitir o abastecimento ainda que parcial, aviso à população sobre a ocorrência e o tempo estimado para normalização da situação.;Sim;;;;Sim;Não;Sim
