;index;municipio;Estado;ano;Código do Prestador;Prestador;Sigla do Prestador;Abrangência;Tipo de serviço;Natureza jurídica;POP_TOT;POP_URB;AG006;AG011;AG018;AG021;ES009;FN006;FN033;FN048;FN058;IN023;IN024;IN046;IN049;IN055;IN056;IN075;IN076;IN079;IN080;IN084;IN085;SNSI4;SNSI1;SNSI2;SNSI5;cod_ibge;TCE01;TCE02;TCE03;TCE04;TCE05;TCE06;TCE13;TCE14;TCE15;TCE16;TCE17;TCE18;TCE19;TCE20;TCE21;TCE26;TCE28;TCE29
441;3477;Presidente Bernardes;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;13494;10441;781.89;777.79;0.0;4806.0;4340.0;3829592.52;439522.11;0.0;0.0;100.0;95.95;89.06;13.36;81.58;74.24;1.28;0.0;100.0;100.0;0.85;100.0;0.005243704357390411;0.048239275579803426;0.03893024356160012;1.278977689360811;3541208;possui registro;98,00;100,00;100,00;Não;;Não;não;;Não;;Não;;não;;Sim;não;sim
442;3485;Presidente Epitácio;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;43718;40784;2800.83;2752.91;0.0;17906.0;15261.0;13201601.36;1149222.24;0.0;0.0;99.27;87.34;95.29;15.86;92.61;81.48;0.0;0.12;100.0;100.0;0.72;100.0;0.017109214054405353;0.1443247684121664;0.06370201051470371;-0.22237200819156835;3541307;não possui registro;;;100,00;Sim;Lei 2.358/2011;Parcialmente;não;;Não;;Não;;não;;Sim;não;sim
443;3493;Presidente Prudente;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;223749;219185;20529.21;16563.04;0.0;93151.0;92151.0;91103716.78;10388633.82;0.0;0.0;100.0;100.0;98.67;28.96;100.0;98.98;0.05;0.24;100.0;99.9;0.48;100.0;0.1931964259706047;1.0;0.6113864241365227;-0.07366769495172015;3541406;possui registro;100,00;100,00;100,00;Sim;Lei 7252/2010;Sim, para todos os órgãos e entidades;sim;De acordo com PLMAE, Rio do Peixe satisfaz o abastecimento. O Baln. Amizade poderá complent.;Sim;Verificação e Adequação e Comunicação;Sim;Comunicação à Instituições e  Polícia, Reparos, Transferência de Água entre setores de abastecimento;sim;Comunicação, Controle de água em reservatórios, reparos Implementação do PAE, rodízio de abastecimen;Sim;não;sim
444;3501;Presidente Venceslau;SP;2016;35415011;Prefeitura Municipal de Presidente Venceslau;PMPV;Local;Água e Esgoto;Administração pública direta;39476;37770;2910.0;2400.0;2400.0;15502.0;15227.0;7151014.15;;150000.0;;99.95;98.18;27.58;54.8;96.05;93.94;0.0;0.0;100.0;100.0;0.0;100.0;0.5480225988700564;0.23053414586486654;0.16421583456847116;-1.7130386240483548;3541505;possui registro;98,00;100,00;35,00;Sim;Lei 2978/2011;Não;não;;Não;;Não;;não;;Sim;não;sim
445;3509;Promissão;SP;2016;35416011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água e Esgoto;Autarquia;39139;32991;3004.13;2533.92;0.0;13626.0;12218.0;8192779.34;2642294.08;0.0;;99.82;99.82;99.23;0.2;89.37;84.14;0.35;0.47;385.42;182.93;0.62;100.0;0.15652118916291902;0.21882396112229668;0.1727707315665454;0.4014542463456716;3541604;possui registro;100,00;100,00;100,00;Sim;Lei Lei nº 3539 de 15.12.2015;Sim, para todos os órgãos e entidades;sim;Abastecimento com caminhão Pipa;Sim;Abastecimento com caminhão Pipa;Sim;Abastecimento com caminhão Pipa;sim;Abastecimento com caminhão Pipa;Sim;não;sim
446;3517;Quadra;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3634;930;136.76;122.79;0.0;778.0;464.0;503423.96;68759.75;0.0;0.0;100.0;70.54;67.61;27.77;31.4;18.05;0.0;0.0;100.0;100.0;5.79;100.83;0.10214975138929505;0.013351080546466271;0.005664018576725747;-2.524310295819961;3541653;possui registro;33,00;39,00;100,00;Sim;Lei Lei Municipal 525/2014;Sim, para todos os órgãos e entidades;sim;Fornecimento de água através de caminhão pipa e gás tanque;Não;;Não;;sim;Através de caminhão pipa e gás tanque;Sim;não;sim
447;3525;Quatá;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;13798;12948;896.03;831.1;0.0;5323.0;5182.0;4014157.7;473973.77;0.0;0.0;96.05;95.02;100.0;19.59;90.13;89.17;0.0;0.0;100.0;100.0;0.35;100.0;0.07246409160407574;0.15996225922749407;0.17661568147776807;0.4381060107269241;3541703;possui registro;98,00;98,00;100,00;Não;;Sim, para todos os órgãos e entidades;sim;O município capta água através de Poços artesianos  e possui poços além do consumo diário (reserva);Sim;As escolas são abastecidas com água da rede, que 100% tratadas;Sim;Os PSF são abastecidos c/ água da rede municipal e Pronto Atendimento possui Poço Artesiano próprio;sim;O município possui 4 poços semi artesiano em pontos estratégico da cidade e um caminhão de bombeiro;Sim;não;sim
448;3533;Queiroz;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3217;2732;181.12;200.6;0.0;1345.0;1331.0;958474.87;123691.6;0.0;0.0;100.0;100.0;100.0;6.88;99.1;98.82;0.0;0.0;100.0;100.0;0.0;100.0;-0.10755300353356878;0.6627100225695892;0.6206236865624768;0.11718844006067358;3541802;possui registro;100,00;100,00;100,00;Não;Lei 760/2007;Parcialmente;não;;Não;;Não;;não;;Sim;sim;sim
449;3541;Queluz;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;12777;10479;645.82;548.81;0.0;3497.0;2335.0;2574499.73;226821.85;0.0;0.0;95.77;66.51;27.67;29.77;78.55;54.55;0.0;0.0;105.7;105.26;0.0;105.26;0.15021213341178674;0.04308870073722737;0.0342520727602314;-0.6131279133788851;3541901;possui registro;69,00;82,02;34,00;Sim;Lei 584/12;Parcialmente;não;;Não;;Não;;não;;Não;não;não
450;3549;Quintana;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;6484;5933;403.41;422.82;0.0;2817.0;2663.0;2138003.86;210670.78;0.0;0.0;100.0;100.0;99.51;12.03;100.0;97.39;2.08;0.0;100.0;100.0;0.0;100.0;-0.04811482114969867;1.0;0.47665498562584396;-0.1218849019743868;3542008;possui registro;99,99;100,00;100,00;Não;;Parcialmente;não;;Não;;Não;;não;;Sim;não;sim
451;3557;Rafard;SP;2016;35421011;Prefeitura Municipal de Rafard;PMR;Local;Água e Esgoto;Administração pública direta;9030;7959;802.0;521.3;0.0;2760.0;2760.0;1400185.1;;190000.0;;98.0;98.0;0.0;35.0;86.38;86.38;2.75;0.0;100.0;133.93;0.0;100.0;0.3500000000000001;0.048120661731266105;0.048120661731266105;-0.019117647058823815;3542107;possui registro;100,00;100,00;0,00;Sim;Lei 1746/2015;Parcialmente;não;;Não;;Não;;não;;Sim;não;sim
452;3565;Rancharia;SP;2016;35422011;Prefeitura Municipal de Rancharia;PMR;Local;Água e Esgoto;Administração pública direta;29799;26720;3800.0;1600.0;0.0;19681.0;10990.0;3448208.59;;0.0;0.0;99.93;99.93;100.0;65.58;100.0;100.0;0.0;0.0;100.0;100.0;0.24;147.06;0.5789473684210527;1.0;1.0;-0.10816582201928882;3542206;possui registro;99,00;100,00;50,00;Não;;Sim, para todos os órgãos e entidades;sim;Corta fogo, sinistro de calamidade e os caminhões pipa.;Não;;Não;;sim;É sistema de poços profundos descentralizados com abastecimentos alternativos e caminhão pipa.;Sim;sim;sim
453;3572;Redenção da Serra;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3919;2239;147.52;137.36;0.0;950.0;757.0;608485.51;199948.73;0.0;0.0;77.85;64.4;91.02;29.66;44.48;36.8;0.0;0.0;110.83;110.83;0.0;110.0;0.06887201735357917;0.014952757176068414;0.013656380399465618;0.2815396371524343;3542305;possui registro;45,71;57,00;45,71;Sim;Lei 1010 de 13/09/2013;Parcialmente;não;;Sim;Sabesp/Caminhão Pipa;Sim;Sabesp/Caminhão Pipa;sim;A Sabesp possui um plano para captar agua em um ribeirao que desagua no reservatorio de Paraibuna;Sim;não;sim
454;3580;Regente Feijó;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;19860;18308;1215.01;1204.0;0.0;7897.0;7616.0;5746845.55;1144574.92;0.0;0.0;100.0;100.0;100.0;15.25;97.55;95.73;0.0;0.19;100.0;100.0;0.19;99.81;0.009061653813548842;0.48926737262800524;0.36468450312350614;1.7380108506714445;3542404;possui registro;98,80;99,60;100,00;Sim;Lei 11.455/2007;Parcialmente;não;;Não;;Não;;não;;Sim;não;sim
455;3588;Reginópolis;SP;2016;35425011;Prefeitura Municipal de Reginópolis;PMR;Local;Água e Esgoto;Administração pública direta;8844;5268;560.0;470.0;0.0;2695.0;2575.0;717250.72;;0.0;0.0;100.0;100.0;75.56;19.64;100.0;100.0;10.83;0.0;100.0;100.0;0.33;100.0;0.1607142857142857;1.0;;0.11607142857142841;3542503;possui registro;100,00;100,00;80,00;Não;;Não;não;;Não;;Não;;não;;Não;não;sim
456;3596;Registro;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;56356;50029;4455.5;3319.28;0.0;22220.0;18897.0;19052364.92;2381666.97;0.0;0.0;100.0;90.23;89.86;37.07;90.67;80.1;0.0;1.51;109.1;109.1;0.0;109.1;0.25501514981483553;0.1835418017337793;0.11897701610720983;-0.13614619317791307;3542602;possui registro;83,00;89,00;100,00;Sim;Lei 1400/14;Parcialmente;sim;Consta no contrato de programa da SABESP;Não;;Não;;não;;Sim;não;sim
457;3604;Restinga;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;7304;5743;373.41;352.59;0.0;2316.0;2190.0;1762797.08;243441.44;0.0;0.0;100.0;100.0;96.22;19.15;92.89;89.38;0.0;0.0;106.94;106.25;0.0;106.25;0.055756407166385635;0.16093028185448996;0.12742588046029432;0.41603149637885495;3542701;possui registro;88,88;88,88;88,88;Não;;Sim, para todos os órgãos e entidades;sim;Treinamento do corpo de bombeiro para brigadas ante fogo;Sim;reservatórios de água suficiente para a demanda por vários dias;Sim;grandes reservatórios de água para atender a demanda por vários dias;sim;poços artesianos monitorados pela SABESP;Sim;sim;sim
458;3612;Ribeira;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3399;1251;163.56;151.55;0.0;1145.0;370.0;569900.94;194932.06;0.0;0.0;100.0;52.28;22.35;30.34;66.84;19.24;0.0;4.23;108.33;108.33;0.0;108.33;0.07342871117632666;0.02739509867912097;0.02326931449857288;3.648503680024234;3542800;possui registro;26,48;83,76;26,48;Sim;;Não;não;;Não;;Não;;não;;Sim;não;sim
459;3620;Ribeirão Bonito;SP;2016;35429011;Prefeitura Municipal de Ribeirão Bonito;PMRB;Local;Água e Esgoto;Administração pública direta;12986;12007;485.53;467.0;0.0;4357.0;4306.0;2401495.53;;127474.4;0.0;99.95;99.81;0.0;3.82;92.41;92.28;0.0;0.0;100.0;100.0;0.0;100.0;0.03816448005272588;0.4160835382449254;0.36155263250891556;0.33384752634448256;3542909;possui registro;100,00;100,00;0,00;Não;;Não;sim;campanhas educativas, racionamento de agua, ou melhor uso racional de  agua;Não;;Não;;sim;com caminhão pipa de poços que estão sobrando;Não;não;sim
460;3626;Ribeirão Branco;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;17430;8866;938.4;691.36;0.0;5656.0;3738.0;2881005.43;275066.06;0.0;0.0;100.0;92.49;59.42;44.16;67.56;47.05;0.45;0.0;112.37;110.86;0.46;108.84;0.26325660699062226;0.04163994118234516;0.019119836340821823;0.01841787383131712;3543006;possui registro;63,00;80,00;45,00;Sim;Lei MUNICIPAL;Parcialmente;não;;Não;;Não;;não;;Não;não;sim
461;3634;Ribeirão Corrente;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4612;3667;242.85;212.1;0.0;1303.0;1268.0;995331.3;;0.0;0.0;94.36;93.67;99.13;23.15;75.02;74.48;0.0;0.0;113.33;112.5;0.0;112.5;0.1266213712168005;0.029091223653360847;0.03978160237388723;-0.5029755777130689;3543105;possui registro;100,00;100,00;100,00;Não;;Parcialmente;sim;100%;Sim;100%;Sim;100%;sim;100%;Sim;não;sim
462;3642;Ribeirão dos Índios;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2244;1898;125.62;125.47;0.0;868.0;836.0;554284.45;;0.0;0.0;100.0;100.0;100.0;16.71;89.26;88.19;0.0;0.83;100.0;100.0;0.83;100.0;0.00119407737621402;0.027922545124659824;0.05086759658921588;1.02699338553502;3543238;possui registro;100,00;100,00;100,00;Não;;Parcialmente;não;;Não;;Não;;não;;Não;não;sim
463;3650;Ribeirão do Sul;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4572;3388;272.93;212.45;0.0;1376.0;1328.0;1001160.58;28611.87;0.0;0.0;94.92;92.77;94.09;32.44;70.34;68.74;1.53;0.0;109.17;108.33;0.0;106.67;0.22159528084124136;0.1021335574397311;0.13095082085268525;-0.5559771890574347;3543204;possui registro;100,00;100,00;100,00;Não;Lei Lei Municipal n° 1.302/2009 de 18 de Junho de 2009;Parcialmente;sim;Equipe de Plantão caso haja ocorrência, acero em áreas que apresentam riscos maiores entre outras;Sim;Sabesp mantem o controle do nível da água fornecida e reservatório auxiliares;Sim;Sabesp mantem o controle do nível da água fornecida e reservatótios auxiliares;sim;Sabesp mantem o controle de nível da água fornecida e reservatório auxiliares;Não;não;não
464;3658;Ribeirão Grande;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;7690;2429;323.82;335.85;0.0;2633.0;1180.0;1175366.83;253991.89;0.0;0.0;100.0;100.0;51.09;23.06;85.36;39.13;2.96;0.25;112.78;110.28;1.57;105.83;-0.037150268667778485;0.11032679642017686;0.029091462075258104;0.6414403014893786;3543253;possui registro;79,50;95,00;80,00;Não;;Parcialmente;não;;Não;;Não;;não;;Sim;não;sim
465;3666;Ribeirão Pires;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;121130;121130;0.0;5821.93;7473.28;32687.0;26269.0;33021682.57;2785154.29;0.0;0.0;90.04;73.08;44.65;36.1;90.04;73.08;0.0;1.23;100.57;100.47;1.51;100.47;0.2209672325939881;0.15829583061307853;0.05081151713977179;-0.23321166609809854;3543303;possui registro;80,62;98,00;80,62;Sim;Lei Esgoto;Parcialmente;não;;Sim;Possui carro pipa para distribuição de água;Sim;Possui carro pipa para distribuição de água;não;;Sim;sim;sim
466;3674;Ribeirão Preto;SP;2016;35434011;Departamento de Água e Esgotos de Ribeirão Preto;DAERP;Local;Água e Esgoto;Autarquia;674405;672491;154675.15;51322.69;0.0;191011.0;190113.0;278167219.27;62470898.18;;;99.68;98.28;89.23;61.48;99.4;98.0;8.55;0.0;91.34;95.06;0.26;91.34;0.6681904623981292;0.5345210351071185;0.2770709114139685;-0.4949894637632943;3543402;possui registro;98,00;99,00;100,00;Sim;Lei 2571/12;Sim, para todos os órgãos e entidades;sim;planejadas manobras nos sistemas , visando redução de pressão;Sim;plano emergencial com abastecimentos através de caminhão pipa;Sim;abastecimento emergencial através de caminhão pipa;sim;perfuração de novos poços e forneceimento por caminhão pipa;Sim;sim;sim
467;3682;Rifaina;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3608;3159;302.14;300.03;0.0;1800.0;1654.0;1754517.05;166147.13;0.0;0.0;96.23;90.88;94.5;16.49;84.26;79.57;0.0;0.0;112.5;112.5;0.74;112.5;0.006983517574634335;0.07433000664553423;0.07412690497196996;1.1452533284548259;3543600;possui registro;;98,00;99,00;Sim;Outro Convênio de cooperação nº 233/08 delegando a Arsesp as competências de regulação e fiscalização;Sim, para todos os órgãos e entidades;não;;Não;;Sim;Contamos com um reservatorio de agua potável para caso de falta da agua.;sim;Reservatorio;Sim;não;sim
468;3690;Rincão;SP;2016;35437011;Prefeitura Municipal de Rincão;PMR;Local;Água e Esgoto;Administração pública direta;10809;8781;1281.96;686.64;0.0;4017.0;4017.0;524347.51;;0.0;107950.0;100.0;100.0;0.0;46.44;81.24;81.24;0.0;0.0;23.67;40.0;0.0;186.21;0.46438266404568007;0.04133903042570954;0.04133903042570954;0.0030857400971265984;3543709;possui registro;99,80;100,00;;Sim;Decreto 95/2011 de 02/12/2011;Não;sim;ações voltadas a redução do consumo de água pela população;Sim;Cada unidade escolar possui um reservatório de 10.000 de água potável;Sim;Cada unidade de saúde possui 2 reservatórios de água potável com capacidade para 1.000 litros cada.;sim;racionamento com fornecimento em horários fracionados;Sim;não;sim
469;3698;Rinópolis;SP;2016;35438011;Prefeitura Municipal de Rinópolis;PMR;Local;Água e Esgoto;Administração pública direta;10116;8793;648.0;0.0;0.0;3420.0;3450.0;1750252.95;;22000.0;;100.0;96.9;52.26;4.32;86.92;84.22;0.0;0.0;133.33;133.33;0.0;133.33;1.0;;;;3543808;possui registro;100,00;100,00;100,00;Sim;Lei Lei 1729 de 12 de dezembro de 2012;Sim, para todos os órgãos e entidades;não;;Sim;Utilização de Reservatório de Água próprio;Sim;Utilização de Reservatório de Água próprio;sim;O município dispõe de 9 poços artesianos, não ocorrendo escassez.;Sim;não;sim
470;3700;Rio Claro;SP;2016;35439011;Departamento Autônomo de Água e Esgoto;DAAE;Local;Água e Esgoto;Autarquia;201473;196570;20390.53;14814.58;0.0;77259.0;75567.0;89148761.24;0.0;0.0;0.0;100.0;100.0;67.7;39.08;100.0;100.0;0.0;14.78;177.71;177.71;0.0;110.53;0.27345782576519584;1.0;1.0;-0.05624669617839343;3543907;possui registro;99,50;100,00;55,00;Sim;;Sim, para todos os órgãos e entidades;sim;periodos de estiagem DAAE capta da represa existente na Fazenda Sao Joao;Sim;em caso de falta de agua é feito o atendim. rede publ.ensino atraves do abastecim.caminha pipa;Sim;em caso de falta de agua é feito o atendim. rede m.basica saude atraves do abastecim.caminha pipa;sim;captacao fazenda sao jose e reducao de consumo atraves da conscientizacao, abastec.caminhao pipa;Sim;não;sim
471;3708;Rio das Pedras;SP;2016;35440011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água e Esgoto;Autarquia;33464;32399;3916.29;1754.4;0.0;11161.0;10955.0;6980245.79;0.0;0.0;0.0;98.86;98.81;0.0;56.09;95.72;95.72;0.14;3.82;100.64;85.16;;0.0;0.5520250032556322;0.2921777991150936;0.2531108566651561;-0.34501548436512336;3544004;possui registro;;100,00;;Não;;Não;não;;Não;;Não;;não;;Não;não;não
472;3716;Rio Grande da Serra;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;48861;48861;0.0;2040.46;2476.56;13190.0;7965.0;15752169.86;25592405.55;0.0;0.0;85.89;52.4;47.75;32.84;85.89;52.4;0.0;0.61;100.46;100.46;0.46;100.46;0.17609102949252187;0.18319907744206104;0.03648769122390415;-0.9412588444731692;3544103;possui registro;55,00;56,00;51,00;Sim;Lei Lei 1909 de Agosto de 2011;Não;não;;Não;;Não;;não;;Não;não;sim
473;3724;Riolândia;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;11928;9436;971.34;872.83;0.0;3847.0;3697.0;6605434.94;199260.23;0.0;0.0;95.13;94.16;92.77;18.96;75.25;74.49;0.48;0.0;102.45;100.49;0.0;100.49;0.10141659974880057;0.11225767051348094;0.1134388408865191;-1.0009755173001795;3544202;possui registro;100,00;100,00;100,00;Sim;;Não;não;;Sim;reservatórios.;Sim;Reservatórios.;não;;Não;não;sim
474;3732;Riversul;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5866;4276;324.01;268.75;0.0;2327.0;1858.0;1133257.64;45776.21;0.0;0.0;100.0;92.47;100.0;40.82;76.71;67.41;1.1;0.38;113.33;110.83;0.38;109.17;0.1705502916576649;0.0315283230069392;0.02496560130686854;0.1934090104392232;3543501;possui registro;92,00;100,00;92,00;Sim;Outro Plano Municipal integrado, aguardando lei;Sim, para todos os órgãos e entidades;não;;Sim;Uso de torneiras temporizadas.;Sim;Uso de torneiras temporizadas.;sim;Captação e transporte através de caminhões pipa junto à população;Sim;sim;não
475;3740;Rosana;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;18124;14596;1192.45;1114.13;0.0;7298.0;7197.0;5826163.21;369612.91;0.0;0.0;100.0;100.0;99.92;20.55;82.63;82.32;1.9;0.0;100.0;100.0;0.24;100.0;0.0656799027212881;0.07029692557476877;0.0709257639931797;-0.8339861939954673;3544251;possui registro;100,00;100,00;100,00;Sim;Decreto Municipal 1325/2012;Não;sim;Anexo I Quadros 1 e 2, do Plano de contingenciamento.;Sim;Anexo I Quadros 1 e 2, do Plano de contingenciamento.;Sim;Anexo I Quadros 1 e 2, do plano de contingenciamento.;sim;Anexo I Quadros 1 e 2, do plano de contingenciamento.;Sim;não;não
476;3748;Roseira;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;10429;9904;711.93;567.23;0.0;3783.0;3654.0;2720507.74;234814.18;0.0;0.0;96.26;93.87;93.37;32.83;91.42;89.15;0.0;0.0;111.71;111.22;0.44;111.22;0.20325031955388861;0.17440068127293046;0.14595455103583935;-0.06399840373943132;3544301;possui registro;90,00;100,00;100,00;Sim;Lei 1468 DE 19/12/2014;Não;não;;Não;;Não;;não;;Sim;não;sim
477;3756;Rubiácea;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3015;1727;154.36;165.18;0.0;1134.0;1085.0;735119.64;20226.06;0.0;0.0;100.0;100.0;100.0;12.63;88.56;86.77;0.0;0.0;100.0;100.0;0.0;100.0;-0.07009587976159626;0.1556305356389709;0.17462266049506942;-3.437349572428071;3544400;possui registro;100,00;100,00;100,00;Sim;Lei Lei Federal nº 11.445, de 2007;Não;não;;Sim;Medidas educativas visando a racionalização e armazenamento em caixas d'água;Sim;Medidas Educativas, visando a racionalização e armazenamento em caixas d'água;não;;Não;não;não
478;3764;Rubinéia;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3081;2535;260.76;289.55;0.0;1850.0;1279.0;1196124.84;93208.05;0.0;0.0;100.0;85.01;79.62;10.52;98.54;69.94;0.0;0.0;100.42;100.0;0.0;100.0;-0.11040803804264465;0.7323490065897044;0.09988368902453303;-0.04792491699954898;3544509;possui registro;99,00;95,00;100,00;Não;;Sim, para todos os órgãos e entidades;não;;Sim;forn de agua atraves de caminhão pipa ou convenio com a sabesb;Sim;forn de agua atraves de caminhão pipa ou convenio com a sabesb;não;;Sim;não;sim
479;3772;Sabino;SP;2016;35446011;Prefeitura Municipal de Sabino;PMS;Local;Água e Esgoto;Administração pública direta;5526;4846;370.0;367.32;0.0;2237.0;2120.0;516655.72;;0.0;0.0;100.0;100.0;85.17;9.98;100.0;100.0;0.0;0.0;100.0;100.0;0.0;100.0;0.007243243243243214;1.0;;0.9927567567567568;3544608;possui registro;100,00;100,00;100,00;Sim;Lei 2136/2013;Sim, para todos os órgãos e entidades;não;;Não;;Não;;não;;Sim;não;sim
480;3778;Sagres;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2454;1864;145.54;132.05;0.0;907.0;822.0;592291.32;21505.51;0.0;0.0;100.0;100.0;100.0;25.31;85.45;80.85;1.67;0.0;100.0;100.0;0.42;100.0;0.09268929503916434;0.06081266212854993;0.048852554109415226;-1.8892454791606177;3544707;possui registro;95,00;100,00;95,00;Não;Outro O plano de Saneamento Básico, está e, processo de elaboração com término previsto para 31/12/2017.;Parcialmente;não;;Não;;Não;;não;;Sim;não;não
481;3786;Sales;SP;2016;35448011;Prefeitura Municipal de Sales;PMS;Local;Água e Esgoto;Administração pública direta;6074;5468;900.0;600.0;0.0;3653.0;3469.0;0.0;;0.0;0.0;99.09;99.09;100.0;55.56;99.13;99.13;0.73;0.0;130.0;200.0;0.57;100.0;0.33333333333333337;0.7351725068912753;0.4303475638068536;0.19305132800424796;3544806;possui registro;90,00;94,00;100,00;Não;;Parcialmente;não;;Não;;Não;;não;;Sim;não;sim
482;3793;Sales Oliveira;SP;2016;35449011;Prefeitura Municipal de Sales Oliveira;PMSO;Local;Água e Esgoto;Administração pública direta;11541;10450;1673.72;891.82;0.0;4474.0;4431.0;1158763.26;;0.0;0.0;97.61;97.61;0.0;46.72;97.91;88.38;0.0;0.0;100.0;100.0;0.0;100.0;0.4671629663265062;0.36963060938597564;0.3002722631599974;0.06567406734698755;3544905;não possui registro;;;;Sim;Lei 1823 de 22/12/2015;Parcialmente;sim;Remanejamento de válvulas e reservatórios, contratação de caminhões tanque, informar  a população.;Sim;manutenção dos materiais danificados, manobra das redes dos setores adjacentes, utilização de caminh;Sim;manutenção dos materiais danificados, manobra das redes dos setores adjacentes, utilização de caminh;sim;manutenção imediata, remanejamento de válvulas, caminhões tanque, manobra das redes dos setores adj;Sim;não;sim
483;3799;Salesópolis;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;16797;10694;597.04;586.54;0.0;4033.0;3459.0;2672247.88;1045372.74;0.0;0.0;97.8;81.3;64.93;25.3;62.27;51.76;0.0;0.0;172.32;171.73;0.0;172.02;0.017586761356022995;0.024744236258829714;0.026571920737868297;-0.5757416955611294;3545001;possui registro;80,00;100,00;100,00;Sim;Lei 1681/2013;Sim, para todos os órgãos e entidades;sim;poços;Sim;poços;Sim;poços;não;;Sim;não;sim
484;3807;Salmourão;SP;2016;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5187;4652;314.25;280.14;0.0;1845.0;1766.0;1340483.44;40852.08;0.0;0.0;95.74;94.58;100.0;23.37;85.87;84.83;0.83;0.0;100.0;100.0;1.67;100.0;0.10854415274463014;0.06756824906765234;0.07876067334167108;-1.4653920507430118;3545100;possui registro;96,69;99,06;98,00;Não;;Não;sim;Poços reserva;Sim;Sistema de reservação;Sim;Sistema de reservação;sim;Sabesp / poços reserva;Sim;não;sim
